realtime_us,id,x,y,z,r,u,v,buttons,pov
1783141535025733,0,10154,16259,32768,57718,31199,0,0,65535
1783141535026805,0,8737,18399,32768,57718,34337,0,0,65535
1783141535027878,0,8103,19516,32768,57570,35901,0,0,65535
1783141535028946,0,7522,20661,32768,57325,37452,0,0,65535
1783141535030018,0,6993,21831,32768,56982,38985,0,0,65535
1783141535031088,0,6519,23025,32768,56544,40493,0,0,65535
1783141535032279,0,6100,24238,32768,56012,41971,0,0,65535
1783141535033347,0,5736,25470,32768,55388,43412,0,0,65535
1783141535034458,0,5430,26717,32768,54675,44811,0,0,65535
1783141535035554,0,5182,27977,32768,53876,46163,0,0,65535
1783141535036679,0,4991,29246,32768,52993,47462,0,0,65535
1783141535037771,0,4785,31806,32768,50992,49881,0,0,65535
1783141535039957,0,4814,34372,32768,48703,52030,0,0,65535
1783141535041033,0,4917,35652,32768,47462,52993,0,0,65535
1783141535042146,0,5079,36926,32768,46163,53876,0,0,65535
1783141535043253,0,5299,38191,32768,44811,54675,0,0,65535
1783141535044347,0,5576,39444,32768,43412,55388,0,0,65535
1783141535046434,0,5911,40684,32768,41971,56012,0,0,65535
1783141535047503,0,6302,41907,32768,40493,56544,0,0,65535
1783141535048570,0,6749,43111,32768,38985,56982,0,0,65535
1783141535049639,0,7806,45451,32768,35901,57570,0,0,65535
1783141535050710,0,8413,46582,32768,34337,57718,0,0,65535
1783141535051779,0,9072,47684,32768,32768,57768,0,0,65535
1783141535052849,0,9781,48755,32768,31199,57718,0,0,65535
1783141535053917,0,10538,49792,32768,29635,57570,0,0,65535
1783141535054986,0,11342,50793,32768,28084,57325,0,0,65535
1783141535056055,0,12191,51756,32768,26551,56982,0,0,65535
1783141535057125,0,13083,52680,32768,25043,56544,0,0,65535
1783141535058195,0,14017,53561,32768,23565,56012,0,0,65535
1783141535059264,0,14990,54399,32768,22124,55388,0,0,65535
1783141535060333,0,17046,55937,32768,19373,53876,0,0,65535
1783141535061372,0,18125,56633,32768,18074,52993,0,0,65535
1783141535062436,0,19234,57279,32768,16833,52030,0,0,65535
1783141535063466,0,20372,57874,32768,15655,50992,0,0,65535
1783141535064536,0,21537,58416,32768,14544,49881,0,0,65535
1783141535065605,0,22724,58904,32768,13506,48703,0,0,65535
1783141535066674,0,23933,59337,32768,12543,47462,0,0,65535
1783141535067718,0,25160,59714,32768,11660,46163,0,0,65535
1783141535068787,0,26404,60035,32768,10861,44811,0,0,65535
1783141535069856,0,27661,60298,32768,10148,43412,0,0,65535
1783141535070927,0,30204,60650,32768,8992,40493,0,0,65535
1783141535071995,0,31485,60738,32768,8554,38985,0,0,65535
1783141535073092,0,32768,60768,32768,8211,37452,0,0,65535
1783141535074115,0,34051,60738,32768,7966,35901,0,0,65535
1783141535075181,0,35332,60650,32768,7818,34337,0,0,65535
1783141535076289,0,36608,60503,32768,7768,32768,0,0,65535
1783141535077367,0,37875,60298,32768,7818,31199,0,0,65535
1783141535078501,0,39132,60035,32768,7966,29635,0,0,65535
1783141535079574,0,40376,59714,32768,8211,28084,0,0,65535
1783141535080718,0,41603,59337,32768,8554,26551,0,0,65535
1783141535081784,0,43999,58416,32768,9524,23565,0,0,65535
1783141535082896,0,45164,57874,32768,10148,22124,0,0,65535
1783141535083966,0,46302,57279,32768,10861,20725,0,0,65535
1783141535085091,0,47411,56633,32768,11660,19373,0,0,65535
1783141535086195,0,48490,55937,32768,12543,18074,0,0,65535
1783141535087283,0,49536,55191,32768,13506,16833,0,0,65535
1783141535088409,0,50546,54399,32768,14544,15655,0,0,65535
1783141535089483,0,51519,53561,32768,15655,14544,0,0,65535
1783141535090618,0,52453,52680,32768,16833,13506,0,0,65535
1783141535091687,0,53345,51756,32768,18074,12543,0,0,65535
1783141535092814,0,54998,49792,32768,20725,10861,0,0,65535
1783141535093984,0,55755,48755,32768,22124,10148,0,0,65535
1783141535095054,0,56464,47684,32768,23565,9524,0,0,65535
1783141535096124,0,57123,46582,32768,25043,8992,0,0,65535
1783141535097224,0,57730,45451,32768,26551,8554,0,0,65535
1783141535098337,0,58285,44293,32768,28084,8211,0,0,65535
1783141535099468,0,58787,43111,32768,29635,7966,0,0,65535
1783141535100559,0,59234,41907,32768,31199,7818,0,0,65535
1783141535101646,0,59625,40684,32768,32768,7768,0,0,65535
1783141535102763,0,60237,38191,32768,35901,7966,0,0,65535
1783141535103858,0,60457,36926,32768,37452,8211,0,0,65535
1783141535104988,0,60619,35652,32768,38985,8554,0,0,65535
1783141535106055,0,60722,34372,32768,40493,8992,0,0,65535
1783141535107122,0,60766,33089,32768,41971,9524,0,0,65535
1783141535108263,0,60751,31806,32768,43412,10148,0,0,65535
1783141535109377,0,60677,30524,32768,44811,10861,0,0,65535
1783141535110442,0,60545,29246,32768,46163,11660,0,0,65535
1783141535111535,0,60354,27977,32768,47462,12543,0,0,65535
1783141535112644,0,60106,26717,32768,48703,13506,0,0,65535
1783141535113734,0,59436,24238,32768,50992,15655,0,0,65535
1783141535114835,0,59017,23025,32768,52030,16833,0,0,65535
1783141535115930,0,58543,21831,32768,52993,18074,0,0,65535
1783141535117058,0,58014,20661,32768,53876,19373,0,0,65535
1783141535118169,0,57433,19516,32768,54675,20725,0,0,65535
1783141535119233,0,56799,18399,32768,55388,22124,0,0,65535
1783141535120367,0,56115,17313,32768,56012,23565,0,0,65535
1783141535121471,0,55382,16259,32768,56544,25043,0,0,65535
1783141535122555,0,54601,15239,32768,56982,26551,0,0,65535
1783141535123631,0,53775,14257,32768,57325,28084,0,0,65535
1783141535124724,0,51991,12410,32768,57718,31199,0,0,65535
1783141535125821,0,51037,11550,32768,57768,32768,0,0,65535
1783141535126935,0,50045,10735,32768,57718,34337,0,0,65535
1783141535128044,0,49017,9966,32768,57570,35901,0,0,65535
1783141535129128,0,47955,9245,32768,57325,37452,0,0,65535
1783141535130272,0,46860,8573,32768,56982,38985,0,0,65535
1783141535131359,0,45736,7953,32768,56544,40493,0,0,65535
1783141535132443,0,44585,7384,32768,56012,41971,0,0,65535
1783141535133531,0,43408,6869,32768,55388,43412,0,0,65535
1783141535134645,0,42210,6409,32768,54675,44811,0,0,65535
1783141535135716,0,39756,5655,32768,52993,47462,0,0,65535
1783141535137803,0,38505,5363,32768,52030,48703,0,0,65535
1783141535138872,0,37243,5128,32768,50992,49881,0,0,65535
1783141535139946,0,35971,4952,32768,49881,50992,0,0,65535
1783141535141015,0,34692,4835,32768,48703,52030,0,0,65535
1783141535142087,0,33410,4776,32768,47462,52993,0,0,65535
1783141535143155,0,32126,4776,32768,46163,53876,0,0,65535
1783141535144223,0,30844,4835,32768,44811,54675,0,0,65535
1783141535145292,0,29565,4952,32768,43412,55388,0,0,65535
1783141535146365,0,28293,5128,32768,41971,56012,0,0,65535
1783141535147434,0,25780,5655,32768,38985,56982,0,0,65535
1783141535148502,0,24545,6003,32768,37452,57325,0,0,65535
1783141535149569,0,23326,6409,32768,35901,57570,0,0,65535
1783141535150670,0,22128,6869,32768,34337,57718,0,0,65535
1783141535151741,0,20951,7384,32768,32768,57768,0,0,65535
1783141535152810,0,19800,7953,32768,31199,57718,0,0,65535
1783141535153879,0,18676,8573,32768,29635,57570,0,0,65535
1783141535154949,0,17581,9245,32768,28084,57325,0,0,65535
1783141535156019,0,16519,9966,32768,26551,56982,0,0,65535
1783141535157095,0,15491,10735,32768,25043,56544,0,0,65535
1783141535158164,0,13545,12410,32768,22124,55388,0,0,65535
1783141535159234,0,12632,13313,32768,20725,54675,0,0,65535
1783141535160305,0,11761,14257,32768,19373,53876,0,0,65535
1783141535161371,0,10935,15239,32768,18074,52993,0,0,65535
1783141535162435,0,10154,16259,32768,16833,52030,0,0,65535
1783141535163503,0,9421,17313,32768,15655,50992,0,0,65535
1783141535164575,0,8737,18399,32768,14544,49881,0,0,65535
1783141535165640,0,8103,19516,32768,13506,48703,0,0,65535
1783141535166707,0,7522,20661,32768,12543,47462,0,0,65535
1783141535167774,0,6993,21831,32768,11660,46163,0,0,65535
1783141535168841,0,6100,24238,32768,10148,43412,0,0,65535
1783141535169907,0,5736,25470,32768,9524,41971,0,0,65535
1783141535170975,0,5430,26717,32768,8992,40493,0,0,65535
1783141535172077,0,5182,27977,32768,8554,38985,0,0,65535
1783141535173216,0,4991,29246,32768,8211,37452,0,0,65535
1783141535174317,0,4859,30524,32768,7966,35901,0,0,65535
1783141535175407,0,4785,31806,32768,7818,34337,0,0,65535
1783141535176538,0,4770,33089,32768,7768,32768,0,0,65535
1783141535177663,0,4814,34372,32768,7818,31199,0,0,65535
1783141535178748,0,4917,35652,32768,7966,29635,0,0,65535
1783141535179864,0,5299,38191,32768,8554,26551,0,0,65535
1783141535180934,0,5576,39444,32768,8992,25043,0,0,65535
1783141535182003,0,5911,40684,32768,9524,23565,0,0,65535
1783141535183077,0,6302,41907,32768,10148,22124,0,0,65535
1783141535185287,0,7251,44293,32768,11660,19373,0,0,65535
1783141535186402,0,7806,45451,32768,12543,18074,0,0,65535
1783141535187501,0,8413,46582,32768,13506,16833,0,0,65535
1783141535188607,0,9072,47684,32768,14544,15655,0,0,65535
1783141535189691,0,9781,48755,32768,15655,14544,0,0,65535
1783141535190791,0,11342,50793,32768,18074,12543,0,0,65535
1783141535191861,0,12191,51756,32768,19373,11660,0,0,65535
1783141535192988,0,13083,52680,32768,20725,10861,0,0,65535
1783141535194056,0,14017,53561,32768,22124,10148,0,0,65535
1783141535195145,0,14990,54399,32768,23565,9524,0,0,65535
1783141535196258,0,16000,55191,32768,25043,8992,0,0,65535
1783141535197375,0,17046,55937,32768,26551,8554,0,0,65535
1783141535198527,0,18125,56633,32768,28084,8211,0,0,65535
1783141535199651,0,19234,57279,32768,29635,7966,0,0,65535
1783141535200718,0,20372,57874,32768,31199,7818,0,0,65535
1783141535201788,0,22724,58904,32768,34337,7818,0,0,65535
1783141535202860,0,23933,59337,32768,35901,7966,0,0,65535
1783141535203995,0,25160,59714,32768,37452,8211,0,0,65535
1783141535205065,0,26404,60035,32768,38985,8554,0,0,65535
1783141535206244,0,27661,60298,32768,40493,8992,0,0,65535
1783141535207311,0,28928,60503,32768,41971,9524,0,0,65535
1783141535209431,0,30204,60650,32768,43412,10148,0,0,65535
1783141535210468,0,31485,60738,32768,44811,10861,0,0,65535
1783141535211535,0,32768,60768,32768,46163,11660,0,0,65535
1783141535212607,0,34051,60738,32768,47462,12543,0,0,65535
1783141535213679,0,36608,60503,32768,49881,14544,0,0,65535
1783141535214747,0,37875,60298,32768,50992,15655,0,0,65535
1783141535215817,0,39132,60035,32768,52030,16833,0,0,65535
1783141535216889,0,40376,59714,32768,52993,18074,0,0,65535
1783141535217957,0,41603,59337,32768,53876,19373,0,0,65535
1783141535219026,0,42812,58904,32768,54675,20725,0,0,65535
1783141535220100,0,43999,58416,32768,55388,22124,0,0,65535
1783141535221170,0,45164,57874,32768,56012,23565,0,0,65535
1783141535222239,0,46302,57279,32768,56544,25043,0,0,65535
1783141535223308,0,47411,56633,32768,56982,26551,0,0,65535
1783141535224370,0,49536,55191,32768,57570,29635,0,0,65535
1783141535225440,0,50546,54399,32768,57718,31199,0,0,65535
1783141535226511,0,51519,53561,32768,57768,32768,0,0,65535
1783141535227580,0,52453,52680,32768,57718,34337,0,0,65535
1783141535228609,0,53345,51756,32768,57570,35901,0,0,65535
1783141535229700,0,54194,50793,32768,57325,37452,0,0,65535
1783141535230769,0,54998,49792,32768,56982,38985,0,0,65535
1783141535231838,0,55755,48755,32768,56544,40493,0,0,65535
1783141535232905,0,56464,47684,32768,56012,41971,0,0,65535
1783141535233974,0,57123,46582,32768,55388,43412,0,0,65535
1783141535235043,0,58285,44293,32768,53876,46163,0,0,65535
1783141535236113,0,58787,43111,32768,52993,47462,0,0,65535
1783141535237183,0,59234,41907,32768,52030,48703,0,0,65535
1783141535238252,0,59625,40684,32768,50992,49881,0,0,65535
1783141535239319,0,59960,39444,32768,49881,50992,0,0,65535
1783141535240366,0,60237,38191,32768,48703,52030,0,0,65535
1783141535241439,0,60457,36926,32768,47462,52993,0,0,65535
1783141535242512,0,60619,35652,32768,46163,53876,0,0,65535
1783141535243579,0,60722,34372,32768,44811,54675,0,0,65535
1783141535244648,0,60766,33089,32768,43412,55388,0,0,65535
1783141535245783,0,60677,30524,32768,40493,56544,0,0,65535
1783141535246918,0,60545,29246,32768,38985,56982,0,0,65535
1783141535247987,0,60354,27977,32768,37452,57325,0,0,65535
1783141535250081,0,60106,26717,32768,35901,57570,0,0,65535
1783141535251156,0,59800,25470,32768,34337,57718,0,0,65535
1783141535252227,0,59436,24238,32768,32768,57768,0,0,65535
1783141535253296,0,59017,23025,32768,31199,57718,0,0,65535
1783141535254367,0,58543,21831,32768,29635,57570,0,0,65535
1783141535255439,0,58014,20661,32768,28084,57325,0,0,65535
1783141535256506,0,57433,19516,32768,26551,56982,0,0,65535
1783141535257573,0,56115,17313,32768,23565,56012,0,0,65535
1783141535258643,0,55382,16259,32768,22124,55388,0,0,65535
1783141535259714,0,54601,15239,32768,20725,54675,0,0,65535
1783141535260785,0,53775,14257,32768,19373,53876,0,0,65535
1783141535261856,0,52904,13313,32768,18074,52993,0,0,65535
1783141535262924,0,51991,12410,32768,16833,52030,0,0,65535
1783141535263995,0,51037,11550,32768,15655,50992,0,0,65535
1783141535265064,0,50045,10735,32768,14544,49881,0,0,65535
1783141535266134,0,49017,9966,32768,13506,48703,0,0,65535
1783141535267203,0,47955,9245,32768,12543,47462,0,0,65535
1783141535268272,0,45736,7953,32768,10861,44811,0,0,65535
1783141535269312,0,44585,7384,32768,10148,43412,0,0,65535
1783141535270369,0,43408,6869,32768,9524,41971,0,0,65535
1783141535271440,0,42210,6409,32768,8992,40493,0,0,65535
1783141535272510,0,40991,6003,32768,8554,38985,0,0,65535
1783141535273580,0,39756,5655,32768,8211,37452,0,0,65535
1783141535274651,0,38505,5363,32768,7966,35901,0,0,65535
1783141535275720,0,37243,5128,32768,7818,34337,0,0,65535
1783141535276789,0,35971,4952,32768,7768,32768,0,0,65535
1783141535277858,0,34692,4835,32768,7818,31199,0,0,65535
1783141535278927,0,32126,4776,32768,8211,28084,0,0,65535
1783141535279998,0,30844,4835,32768,8554,26551,0,0,65535
1783141535281070,0,29565,4952,32768,8992,25043,0,0,65535
1783141535282143,0,28293,5128,32768,9524,23565,0,0,65535
1783141535283213,0,27031,5363,32768,10148,22124,0,0,65535
1783141535284285,0,25780,5655,32768,10861,20725,0,0,65535
1783141535285390,0,24545,6003,32768,11660,19373,0,0,65535
1783141535286479,0,23326,6409,32768,12543,18074,0,0,65535
1783141535287589,0,22128,6869,32768,13506,16833,0,0,65535
1783141535288683,0,20951,7384,32768,14544,15655,0,0,65535
1783141535290774,0,18676,8573,32768,16833,13506,0,0,65535
1783141535291817,0,17581,9245,32768,18074,12543,0,0,65535
1783141535292886,0,16519,9966,32768,19373,11660,0,0,65535
1783141535293954,0,15491,10735,32768,20725,10861,0,0,65535
1783141535295024,0,14499,11550,32768,22124,10148,0,0,65535
1783141535296093,0,13545,12410,32768,23565,9524,0,0,65535
1783141535297163,0,12632,13313,32768,25043,8992,0,0,65535
1783141535298234,0,11761,14257,32768,26551,8554,0,0,65535
1783141535299304,0,10935,15239,32768,28084,8211,0,0,65535
1783141535300368,0,9421,17313,32768,31199,7818,0,0,65535
1783141535301437,0,8737,18399,32768,32768,7768,0,0,65535
1783141535302508,0,8103,19516,32768,34337,7818,0,0,65535
1783141535303577,0,7522,20661,32768,35901,7966,0,0,65535
1783141535304647,0,6993,21831,32768,37452,8211,0,0,65535
1783141535305716,0,6519,23025,32768,38985,8554,0,0,65535
1783141535306811,0,6100,24238,32768,40493,8992,0,0,65535
1783141535307880,0,5736,25470,32768,41971,9524,0,0,65535
1783141535308950,0,5430,26717,32768,43412,10148,0,0,65535
1783141535309989,0,5182,27977,32768,44811,10861,0,0,65535
1783141535311059,0,4859,30524,32768,47462,12543,0,0,65535
1783141535312128,0,4785,31806,32768,48703,13506,0,0,65535
1783141535313199,0,4770,33089,32768,49881,14544,0,0,65535
1783141535314269,0,4814,34372,32768,50992,15655,0,0,65535
1783141535315337,0,4917,35652,32768,52030,16833,0,0,65535
1783141535316372,0,5079,36926,32768,52993,18074,0,0,65535
1783141535317433,0,5299,38191,32768,53876,19373,0,0,65535
1783141535318503,0,5576,39444,32768,54675,20725,0,0,65535
1783141535319572,0,5911,40684,32768,55388,22124,0,0,65535
1783141535320642,0,6302,41907,32768,56012,23565,0,0,65535
1783141535321727,0,7251,44293,32768,56982,26551,0,0,65535
1783141535322842,0,7806,45451,32768,57325,28084,0,0,65535
1783141535323964,0,8413,46582,32768,57570,29635,0,0,65535
1783141535325082,0,9072,47684,32768,57718,31199,0,0,65535
1783141535326220,0,9781,48755,32768,57768,32768,0,0,65535
1783141535327286,0,10538,49792,32768,57718,34337,0,0,65535
1783141535329443,0,12191,51756,32768,57325,37452,0,0,65535
1783141535331583,0,13083,52680,32768,56982,38985,0,0,65535
1783141535332658,0,14017,53561,32768,56544,40493,0,0,65535
1783141535333725,0,16000,55191,32768,55388,43412,0,0,65535
1783141535334794,0,17046,55937,32768,54675,44811,0,0,65535
1783141535335863,0,18125,56633,32768,53876,46163,0,0,65535
1783141535336930,0,19234,57279,32768,52993,47462,0,0,65535
1783141535337955,0,20372,57874,32768,52030,48703,0,0,65535
1783141535339025,0,21537,58416,32768,50992,49881,0,0,65535
1783141535340093,0,22724,58904,32768,49881,50992,0,0,65535
1783141535341162,0,23933,59337,32768,48703,52030,0,0,65535
1783141535342232,0,25160,59714,32768,47462,52993,0,0,65535
1783141535343301,0,26404,60035,32768,46163,53876,0,0,65535
1783141535344370,0,28928,60503,32768,43412,55388,0,0,65535
1783141535345441,0,30204,60650,32768,41971,56012,0,0,65535
1783141535346513,0,31485,60738,32768,40493,56544,0,0,65535
1783141535347582,0,32768,60768,32768,38985,56982,0,0,65535
1783141535348650,0,34051,60738,32768,37452,57325,0,0,65535
1783141535349720,0,35332,60650,32768,35901,57570,0,0,65535
1783141535350789,0,36608,60503,32768,34337,57718,0,0,65535
1783141535351858,0,37875,60298,32768,32768,57768,0,0,65535
1783141535352928,0,39132,60035,32768,31199,57718,0,0,65535
1783141535353997,0,40376,59714,32768,29635,57570,0,0,65535
1783141535355066,0,42812,58904,32768,26551,56982,0,0,65535
1783141535356135,0,43999,58416,32768,25043,56544,0,0,65535
1783141535357206,0,45164,57874,32768,23565,56012,0,0,65535
1783141535358277,0,46302,57279,32768,22124,55388,0,0,65535
1783141535359348,0,47411,56633,32768,20725,54675,0,0,65535
1783141535360368,0,48490,55937,32768,19373,53876,0,0,65535
1783141535361433,0,49536,55191,32768,18074,52993,0,0,65535
1783141535362499,0,50546,54399,32768,16833,52030,0,0,65535
1783141535363595,0,51519,53561,32768,15655,50992,0,0,65535
1783141535364664,0,52453,52680,32768,14544,49881,0,0,65535
1783141535365800,0,54194,50793,32768,12543,47462,0,0,65535
1783141535366871,0,54998,49792,32768,11660,46163,0,0,65535
1783141535368001,0,55755,48755,32768,10861,44811,0,0,65535
1783141535369096,0,56464,47684,32768,10148,43412,0,0,65535
1783141535370184,0,57123,46582,32768,9524,41971,0,0,65535
1783141535371279,0,57730,45451,32768,8992,40493,0,0,65535
1783141535372390,0,58285,44293,32768,8554,38985,0,0,65535
1783141535374610,0,59234,41907,32768,7966,35901,0,0,65535
1783141535375683,0,59625,40684,32768,7818,34337,0,0,65535
1783141535376786,0,60237,38191,32768,7818,31199,0,0,65535
1783141535377873,0,60457,36926,32768,7966,29635,0,0,65535
1783141535379015,0,60619,35652,32768,8211,28084,0,0,65535
1783141535380101,0,60722,34372,32768,8554,26551,0,0,65535
1783141535381222,0,60766,33089,32768,8992,25043,0,0,65535
1783141535382291,0,60751,31806,32768,9524,23565,0,0,65535
1783141535383396,0,60677,30524,32768,10148,22124,0,0,65535
1783141535384464,0,60545,29246,32768,10861,20725,0,0,65535
1783141535385612,0,60354,27977,32768,11660,19373,0,0,65535
1783141535386679,0,60106,26717,32768,12543,18074,0,0,65535
1783141535388775,0,59436,24238,32768,14544,15655,0,0,65535
1783141535389843,0,59017,23025,32768,15655,14544,0,0,65535
1783141535390885,0,58543,21831,32768,16833,13506,0,0,65535
1783141535391954,0,58014,20661,32768,18074,12543,0,0,65535
1783141535392997,0,57433,19516,32768,19373,11660,0,0,65535
1783141535394067,0,56799,18399,32768,20725,10861,0,0,65535
1783141535395136,0,56115,17313,32768,22124,10148,0,0,65535
1783141535396205,0,55382,16259,32768,23565,9524,0,0,65535
1783141535397275,0,54601,15239,32768,25043,8992,0,0,65535
1783141535398344,0,53775,14257,32768,26551,8554,0,0,65535
1783141535399420,0,51991,12410,32768,29635,7966,0,0,65535
1783141535400490,0,51037,11550,32768,31199,7818,0,0,65535
1783141535401559,0,50045,10735,32768,32768,7768,0,0,65535
1783141535402629,0,49017,9966,32768,34337,7818,0,0,65535
1783141535403699,0,47955,9245,32768,35901,7966,0,0,65535
1783141535404768,0,46860,8573,32768,37452,8211,0,0,65535
1783141535405838,0,45736,7953,32768,38985,8554,0,0,65535
1783141535406907,0,44585,7384,32768,40493,8992,0,0,65535
1783141535407981,0,43408,6869,32768,41971,9524,0,0,65535
1783141535409050,0,42210,6409,32768,43412,10148,0,0,65535
1783141535410116,0,39756,5655,32768,46163,11660,0,0,65535
1783141535411185,0,38505,5363,32768,47462,12543,0,0,65535
1783141535412253,0,37243,5128,32768,48703,13506,0,0,65535
1783141535413323,0,35971,4952,32768,49881,14544,0,0,65535
1783141535414369,0,34692,4835,32768,50992,15655,0,0,65535
1783141535415435,0,33410,4776,32768,52030,16833,0,0,65535
1783141535416503,0,32126,4776,32768,52993,18074,0,0,65535
1783141535417572,0,30844,4835,32768,53876,19373,0,0,65535
1783141535418642,0,29565,4952,32768,54675,20725,0,0,65535
1783141535419712,0,28293,5128,32768,55388,22124,0,0,65535
1783141535420781,0,25780,5655,32768,56544,25043,0,0,65535
1783141535421851,0,24545,6003,32768,56982,26551,0,0,65535
1783141535423938,0,23326,6409,32768,57325,28084,0,0,65535
1783141535425010,0,22128,6869,32768,57570,29635,0,0,65535
1783141535426079,0,20951,7384,32768,57718,31199,0,0,65535
1783141535427147,0,19800,7953,32768,57768,32768,0,0,65535
1783141535428195,0,18676,8573,32768,57718,34337,0,0,65535
1783141535429264,0,17581,9245,32768,57570,35901,0,0,65535
1783141535430335,0,16519,9966,32768,57325,37452,0,0,65535
1783141535431368,0,15491,10735,32768,56982,38985,0,0,65535
1783141535432437,0,13545,12410,32768,56012,41971,0,0,65535
1783141535433506,0,12632,13313,32768,55388,43412,0,0,65535
1783141535434575,0,11761,14257,32768,54675,44811,0,0,65535
1783141535435644,0,10935,15239,32768,53876,46163,0,0,65535
1783141535436712,0,10154,16259,32768,52993,47462,0,0,65535
1783141535437781,0,9421,17313,32768,52030,48703,0,0,65535
1783141535438850,0,8737,18399,32768,50992,49881,0,0,65535
1783141535439919,0,8103,19516,32768,49881,50992,0,0,65535
1783141535440988,0,7522,20661,32768,48703,52030,0,0,65535
1783141535442057,0,6993,21831,32768,47462,52993,0,0,65535
1783141535443128,0,6100,24238,32768,44811,54675,0,0,65535
1783141535444197,0,5736,25470,32768,43412,55388,0,0,65535
1783141535445266,0,5430,26717,32768,41971,56012,0,0,65535
1783141535446336,0,5182,27977,32768,40493,56544,0,0,65535
1783141535447368,0,4991,29246,32768,38985,56982,0,0,65535
1783141535448438,0,4859,30524,32768,37452,57325,0,0,65535
1783141535449511,0,4785,31806,32768,35901,57570,0,0,65535
1783141535450579,0,4770,33089,32768,34337,57718,0,0,65535
1783141535451650,0,4814,34372,32768,32768,57768,0,0,65535
1783141535452718,0,5079,36926,32768,29635,57570,0,0,65535
1783141535453858,0,5299,38191,32768,28084,57325,0,0,65535
1783141535454987,0,5576,39444,32768,26551,56982,0,0,65535
1783141535456057,0,5911,40684,32768,25043,56544,0,0,65535
1783141535457149,0,6302,41907,32768,23565,56012,0,0,65535
1783141535458255,0,6749,43111,32768,22124,55388,0,0,65535
1783141535459322,0,7251,44293,32768,20725,54675,0,0,65535
1783141535461437,0,7806,45451,32768,19373,53876,0,0,65535
1783141535462506,0,8413,46582,32768,18074,52993,0,0,65535
1783141535463601,0,9072,47684,32768,16833,52030,0,0,65535
1783141535464619,0,10538,49792,32768,14544,49881,0,0,65535
1783141535465686,0,11342,50793,32768,13506,48703,0,0,65535
1783141535466755,0,12191,51756,32768,12543,47462,0,0,65535
1783141535467824,0,13083,52680,32768,11660,46163,0,0,65535
1783141535468894,0,14017,53561,32768,10861,44811,0,0,65535
1783141535469963,0,14990,54399,32768,10148,43412,0,0,65535
1783141535471033,0,16000,55191,32768,9524,41971,0,0,65535
1783141535472107,0,17046,55937,32768,8992,40493,0,0,65535
1783141535473176,0,18125,56633,32768,8554,38985,0,0,65535
